,0,1,2,3,4,5,6,7,8,9,10
0,Team,Score,Overs,RPO,Inns,Result,,Opposition,Ground,Start Date,
1,Netherlands,306,50.0,6.12,1,lost,,v Ireland,Eden Gardens,18 Mar 2011,
2,Netherlands,292/6,50.0,5.84,1,lost,,v England,Nagpur,22 Feb 2011,
3,Netherlands,223,46.3,4.79,2,lost,,v New Zealand,Hyderabad,9 Oct 2023,
4,Netherlands,205,41.0,5.00,2,lost,,v Pakistan,Hyderabad,6 Oct 2023,
5,Netherlands,189,46.4,4.05,1,lost,,v India,Delhi,9 Mar 2011,
6,Netherlands,188/7,50.0,3.76,2,lost,,v New Zealand,Vadodara,17 Feb 1996,
7,Netherlands,120,34.5,3.44,2,lost,,v South Africa,Mohali,3 Mar 2011,
8,Netherlands,115,31.3,3.65,2,lost,,v West Indies,Delhi,28 Feb 2011,
