,0,1,2,3,4,5,6,7,8,9,10,11,12,13
59,4,8,5,1,0,80.00,3,stumped,2,,v New Zealand,Chester-le-Street,20 Jun 2015,ODI # 3659
60,0,8,7,0,0,0.00,3,lbw,1,,v Pakistan,Abu Dhabi,11 Nov 2015,ODI # 3707
61,63,121,77,3,0,81.81,3,bowled,1,,v Pakistan,Abu Dhabi,13 Nov 2015,ODI # 3708
62,11,15,14,1,0,78.57,3,caught,2,,v Pakistan,Sharjah,17 Nov 2015,ODI # 3710
63,71,105,71,3,2,100.00,3,stumped,1,,v Pakistan,Dubai (DSC),20 Nov 2015,ODI # 3712
64,52,97,58,4,1,89.65,3,bowled,1,,v South Africa,Bloemfontein,3 Feb 2016,ODI # 3732
65,38,93,64,2,0,59.37,3,bowled,2,,v South Africa,Gqeberha,6 Feb 2016,ODI # 3734
66,125,165,113,10,5,110.61,3,run out,1,,v South Africa,Centurion,9 Feb 2016,ODI # 3736
67,109,-,124,10,1,87.90,3,caught,1,,v South Africa,Johannesburg,12 Feb 2016,ODI # 3737
68,27,41,25,4,0,108.00,3,lbw,1,,v South Africa,Cape Town,14 Feb 2016,ODI # 3738
69,2,19,6,0,0,33.33,3,bowled,2,,v Sri Lanka,Nottingham,21 Jun 2016,ODI # 3751
70,DNB,-,-,-,-,-,-,-,2,,v Sri Lanka,Birmingham,24 Jun 2016,ODI # 3753
71,11*,15,16,1,0,68.75,3,not out,2,,v Sri Lanka,Bristol,26 Jun 2016,ODI # 3755
72,65,83,54,9,0,120.37,3,caught,2,,v Sri Lanka,The Oval,29 Jun 2016,ODI # 3757
73,93,149,106,6,0,87.73,3,bowled,1,,v Sri Lanka,Cardiff,2 Jul 2016,ODI # 3758
74,61,101,72,6,0,84.72,3,run out,2,,v Pakistan,Southampton,24 Aug 2016,ODI # 3770
75,89,201,108,5,0,82.40,3,caught,2,,v Pakistan,Lord's,27 Aug 2016,ODI # 3771
76,85,146,86,8,0,98.83,3,caught,1,,v Pakistan,Nottingham,30 Aug 2016,ODI # 3773
77,30,45,26,5,1,115.38,3,caught,2,,v Pakistan,Leeds,1 Sep 2016,ODI # 3775
78,9,21,9,1,0,100.00,3,bowled,1,,v Pakistan,Cardiff,4 Sep 2016,ODI # 3777
79,78,141,95,4,1,82.10,3,caught,1,,v India,Pune,15 Jan 2017,ODI # 3819
80,54,65,55,8,0,98.18,3,caught,2,,v India,Cuttack,19 Jan 2017,ODI # 3821
81,4,9,5,0,0,80.00,3,bowled,1,,v West Indies,North Sound,3 Mar 2017,ODI # 3845
82,90*,195,127,3,0,70.86,3,not out,2,,v West Indies,North Sound,5 Mar 2017,ODI # 3848
83,101,-,108,10,0,93.51,3,caught,1,,v West Indies,Bridgetown,9 Mar 2017,ODI # 3849
