,0,1,2,3,4,5,6,7,8,9,10,11
12,10.0,2,27,5,2.70,2,1,,v Sri Lanka,Pallekele,27 Aug 2017,ODI # 3907
13,7.0,0,32,2,4.57,2,2,,v Sri Lanka,Colombo (RPS),31 Aug 2017,ODI # 3908
14,10.0,0,45,2,4.50,3,1,,v Sri Lanka,Colombo (RPS),3 Sep 2017,ODI # 3909
15,10.0,0,56,1,5.60,2,1,,v South Africa,Durban,1 Feb 2018,ODI # 3969
16,5.0,1,12,1,2.40,2,1,,v South Africa,Centurion,4 Feb 2018,ODI # 3970
17,7.0,0,32,2,4.57,2,2,,v South Africa,Cape Town,7 Feb 2018,ODI # 3971
18,5.0,0,21,1,4.20,2,2,,v South Africa,Johannesburg,10 Feb 2018,ODI # 3973
19,7.0,0,22,1,3.14,2,2,,v South Africa,Gqeberha,13 Feb 2018,ODI # 3976
20,8.0,1,24,2,3.00,2,1,,v South Africa,Centurion,16 Feb 2018,ODI # 3978
21,7.1,2,23,2,3.20,2,1,,v Pakistan,Dubai (DSC),19 Sep 2018,ODI # 4040
22,9.1,1,37,3,4.03,2,1,,v Bangladesh,Dubai (DSC),21 Sep 2018,ODI # 4042
23,10.0,1,29,2,2.90,2,1,,v Pakistan,Dubai (DSC),23 Sep 2018,ODI # 4044
24,8.3,0,39,1,4.58,2,1,,v Bangladesh,Dubai (DSC),28 Sep 2018,ODI # 4048
25,10.0,1,35,2,3.50,2,1,,v South Africa,Southampton,5 Jun 2019,ODI # 4150
26,10.0,1,61,3,6.10,2,2,,v Australia,The Oval,9 Jun 2019,ODI # 4155
27,8.0,0,52,0,6.50,2,2,,v Pakistan,Manchester,16 Jun 2019,ODI # 4161
28,10.0,1,39,2,3.90,2,2,,v Afghanistan,Southampton,22 Jun 2019,ODI # 4169
29,6.0,1,9,2,1.50,2,2,,v West Indies,Manchester,27 Jun 2019,ODI # 4175
30,10.0,1,44,1,4.40,2,1,,v England,Birmingham,30 Jun 2019,ODI # 4179
31,10.0,1,55,4,5.50,2,2,,v Bangladesh,Birmingham,2 Jul 2019,ODI # 4182
32,10.0,2,37,3,3.70,2,1,,v Sri Lanka,Leeds,6 Jul 2019,ODI # 4187
33,10.0,1,39,1,3.90,2,1,,v New Zealand,Manchester,9 Jul 2019,ODI # 4190
34,10.0,1,53,0,5.30,1,2,,v New Zealand,Hamilton,5 Feb 2020,ODI # 4235
35,10.0,0,64,0,6.40,2,1,,v New Zealand,Auckland,8 Feb 2020,ODI # 4239
36,10.0,0,50,0,5.00,1,2,,v New Zealand,Mount Maunganui,11 Feb 2020,ODI # 4243
37,10.0,0,73,1,7.30,2,1,,v Australia,Sydney,27 Nov 2020,ODI # 4265
38,10.0,1,79,1,7.90,2,1,,v Australia,Sydney,29 Nov 2020,ODI # 4266
39,9.3,0,43,2,4.52,1,2,,v Australia,Canberra,2 Dec 2020,ODI # 4267
40,10.0,0,48,2,4.80,1,1,,v South Africa,Paarl,19 Jan 2022,ODI # 4344
41,10.0,0,37,1,3.70,1,2,,v South Africa,Paarl,21 Jan 2022,ODI # 4346
42,10.0,0,52,2,5.20,2,1,,v South Africa,Cape Town,23 Jan 2022,ODI # 4349
43,7.2,3,19,6,2.59,2,1,,v England,The Oval,12 Jul 2022,ODI # 4424
44,10.0,1,49,2,4.90,2,1,,v England,Lord's,14 Jul 2022,ODI # 4428
45,TDNB,-,-,-,-,-,-,,v Pakistan,Pallekele,2 Sep 2023,ODI # 4630
46,5.0,1,18,1,3.60,1,2,,v Pakistan,Colombo (RPS),10 Sep 2023,ODI # 4639
47,7.0,1,30,2,4.28,1,2,,v Sri Lanka,Colombo (RPS),12 Sep 2023,ODI # 4641
48,5.0,1,23,1,4.60,1,1,,v Sri Lanka,Colombo (RPS),17 Sep 2023,ODI # 4649
